"id","code","label","parentId","ontology","uri"
"urn:miriam:icd:B33.0","B33.0","Epidemic myalgia","urn:miriam:icd:B33","ICD-10","http://identifiers.org/icd/B33.0"
"urn:miriam:icd:B33.1","B33.1","Ross River disease","urn:miriam:icd:B33","ICD-10","http://identifiers.org/icd/B33.1"
"urn:miriam:icd:B33.2","B33.2","Viral carditis","urn:miriam:icd:B33","ICD-10","http://identifiers.org/icd/B33.2"
"urn:miriam:icd:B33.3","B33.3","Retrovirus infections, not elsewhere classified","urn:miriam:icd:B33","ICD-10","http://identifiers.org/icd/B33.3"
"urn:miriam:icd:B33.4","B33.4","J17.1","urn:miriam:icd:B33","ICD-10","http://identifiers.org/icd/B33.4"
"urn:miriam:icd:B33.8","B33.8","Other specified viral diseases","urn:miriam:icd:B33","ICD-10","http://identifiers.org/icd/B33.8"
"urn:miriam:icd:B34","B34","Viral infection of unspecified site","urn:miriam:icd:B25-B34","ICD-10","http://identifiers.org/icd/B34"
"urn:miriam:icd:B34.0","B34.0","Adenovirus infection, unspecified site","urn:miriam:icd:B34","ICD-10","http://identifiers.org/icd/B34.0"
"urn:miriam:icd:B34.1","B34.1","Enterovirus infection, unspecified site","urn:miriam:icd:B34","ICD-10","http://identifiers.org/icd/B34.1"
"urn:miriam:icd:B34.2","B34.2","Coronavirus infection, unspecified site","urn:miriam:icd:B34","ICD-10","http://identifiers.org/icd/B34.2"
"urn:miriam:icd:B34.3","B34.3","Parvovirus infection, unspecified site","urn:miriam:icd:B34","ICD-10","http://identifiers.org/icd/B34.3"
"urn:miriam:icd:B34.4","B34.4","Papovavirus infection, unspecified site","urn:miriam:icd:B34","ICD-10","http://identifiers.org/icd/B34.4"
"urn:miriam:icd:B34.8","B34.8","Other viral infections of unspecified site","urn:miriam:icd:B34","ICD-10","http://identifiers.org/icd/B34.8"
"urn:miriam:icd:B34.9","B34.9","Viral infection, unspecified","urn:miriam:icd:B34","ICD-10","http://identifiers.org/icd/B34.9"
"urn:miriam:icd:B35-B49","B35-B49","Mycoses","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:B35","B35","Dermatophytosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B35"
"urn:miriam:icd:B35.0","B35.0","Tinea barbae and tinea capitis","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.0"
"urn:miriam:icd:B35.1","B35.1","Tinea unguium","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.1"
"urn:miriam:icd:B35.2","B35.2","Tinea manuum","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.2"
"urn:miriam:icd:B35.3","B35.3","Tinea pedis","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.3"
"urn:miriam:icd:B35.4","B35.4","Tinea corporis","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.4"
"urn:miriam:icd:B35.5","B35.5","Tinea imbricata","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.5"
"urn:miriam:icd:B35.6","B35.6","Tinea inguinalis [Tinea cruris]","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.6"
"urn:miriam:icd:B35.8","B35.8","Other dermatophytoses","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.8"
"urn:miriam:icd:B35.9","B35.9","Dermatophytosis, unspecified","urn:miriam:icd:B35","ICD-10","http://identifiers.org/icd/B35.9"
"urn:miriam:icd:B36","B36","Other superficial mycoses","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B36"
"urn:miriam:icd:B36.0","B36.0","Pityriasis versicolor","urn:miriam:icd:B36","ICD-10","http://identifiers.org/icd/B36.0"
"urn:miriam:icd:B36.1","B36.1","Tinea nigra","urn:miriam:icd:B36","ICD-10","http://identifiers.org/icd/B36.1"
"urn:miriam:icd:B36.2","B36.2","White piedra","urn:miriam:icd:B36","ICD-10","http://identifiers.org/icd/B36.2"
"urn:miriam:icd:B36.3","B36.3","Black piedra","urn:miriam:icd:B36","ICD-10","http://identifiers.org/icd/B36.3"
"urn:miriam:icd:B36.8","B36.8","Other specified superficial mycoses","urn:miriam:icd:B36","ICD-10","http://identifiers.org/icd/B36.8"
"urn:miriam:icd:B36.9","B36.9","Superficial mycosis, unspecified","urn:miriam:icd:B36","ICD-10","http://identifiers.org/icd/B36.9"
"urn:miriam:icd:B37","B37","Candidiasis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B37"
"urn:miriam:icd:B37.0","B37.0","Candidal stomatitis","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.0"
"urn:miriam:icd:B37.1","B37.1","Pulmonary candidiasis","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.1"
"urn:miriam:icd:B37.2","B37.2","Candidiasis of skin and nail","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.2"
"urn:miriam:icd:B37.3","B37.3","N77.1","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.3"
"urn:miriam:icd:B37.4","B37.4","Candidiasis of other urogenital sites","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.4"
"urn:miriam:icd:B37.5","B37.5","G02.1","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.5"
"urn:miriam:icd:B37.6","B37.6","I39.8","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.6"
"urn:miriam:icd:B37.7","B37.7","Candidal sepsis","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.7"
"urn:miriam:icd:B37.8","B37.8","Candidiasis of other sites","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.8"
"urn:miriam:icd:B37.9","B37.9","Candidiasis, unspecified","urn:miriam:icd:B37","ICD-10","http://identifiers.org/icd/B37.9"
"urn:miriam:icd:B38","B38","Coccidioidomycosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B38"
"urn:miriam:icd:B38.0","B38.0","Acute pulmonary coccidioidomycosis","urn:miriam:icd:B38","ICD-10","http://identifiers.org/icd/B38.0"
"urn:miriam:icd:B38.1","B38.1","Chronic pulmonary coccidioidomycosis","urn:miriam:icd:B38","ICD-10","http://identifiers.org/icd/B38.1"
"urn:miriam:icd:B38.2","B38.2","Pulmonary coccidioidomycosis, unspecified","urn:miriam:icd:B38","ICD-10","http://identifiers.org/icd/B38.2"
"urn:miriam:icd:B38.3","B38.3","Cutaneous coccidioidomycosis","urn:miriam:icd:B38","ICD-10","http://identifiers.org/icd/B38.3"
"urn:miriam:icd:B38.4","B38.4","G02.1","urn:miriam:icd:B38","ICD-10","http://identifiers.org/icd/B38.4"
"urn:miriam:icd:B38.7","B38.7","Disseminated coccidioidomycosis","urn:miriam:icd:B38","ICD-10","http://identifiers.org/icd/B38.7"
"urn:miriam:icd:B38.8","B38.8","Other forms of coccidioidomycosis","urn:miriam:icd:B38","ICD-10","http://identifiers.org/icd/B38.8"
"urn:miriam:icd:B38.9","B38.9","Coccidioidomycosis, unspecified","urn:miriam:icd:B38","ICD-10","http://identifiers.org/icd/B38.9"
"urn:miriam:icd:B39","B39","Histoplasmosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B39"
"urn:miriam:icd:B39.0","B39.0","Acute pulmonary histoplasmosis capsulati","urn:miriam:icd:B39","ICD-10","http://identifiers.org/icd/B39.0"
"urn:miriam:icd:B39.1","B39.1","Chronic pulmonary histoplasmosis capsulati","urn:miriam:icd:B39","ICD-10","http://identifiers.org/icd/B39.1"
"urn:miriam:icd:B39.2","B39.2","Pulmonary histoplasmosis capsulati, unspecified","urn:miriam:icd:B39","ICD-10","http://identifiers.org/icd/B39.2"
"urn:miriam:icd:B39.3","B39.3","Disseminated histoplasmosis capsulati","urn:miriam:icd:B39","ICD-10","http://identifiers.org/icd/B39.3"
"urn:miriam:icd:B39.4","B39.4","Histoplasmosis capsulati, unspecified","urn:miriam:icd:B39","ICD-10","http://identifiers.org/icd/B39.4"
"urn:miriam:icd:B39.5","B39.5","Histoplasmosis duboisii","urn:miriam:icd:B39","ICD-10","http://identifiers.org/icd/B39.5"
"urn:miriam:icd:B39.9","B39.9","Histoplasmosis, unspecified","urn:miriam:icd:B39","ICD-10","http://identifiers.org/icd/B39.9"
"urn:miriam:icd:B40","B40","Blastomycosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B40"
"urn:miriam:icd:B40.0","B40.0","Acute pulmonary blastomycosis","urn:miriam:icd:B40","ICD-10","http://identifiers.org/icd/B40.0"
"urn:miriam:icd:B40.1","B40.1","Chronic pulmonary blastomycosis","urn:miriam:icd:B40","ICD-10","http://identifiers.org/icd/B40.1"
"urn:miriam:icd:B40.2","B40.2","Pulmonary blastomycosis, unspecified","urn:miriam:icd:B40","ICD-10","http://identifiers.org/icd/B40.2"
"urn:miriam:icd:B40.3","B40.3","Cutaneous blastomycosis","urn:miriam:icd:B40","ICD-10","http://identifiers.org/icd/B40.3"
"urn:miriam:icd:B40.7","B40.7","Disseminated blastomycosis","urn:miriam:icd:B40","ICD-10","http://identifiers.org/icd/B40.7"
"urn:miriam:icd:B40.8","B40.8","Other forms of blastomycosis","urn:miriam:icd:B40","ICD-10","http://identifiers.org/icd/B40.8"
"urn:miriam:icd:B40.9","B40.9","Blastomycosis, unspecified","urn:miriam:icd:B40","ICD-10","http://identifiers.org/icd/B40.9"
"urn:miriam:icd:B41","B41","Paracoccidioidomycosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B41"
"urn:miriam:icd:B41.0","B41.0","Pulmonary paracoccidioidomycosis","urn:miriam:icd:B41","ICD-10","http://identifiers.org/icd/B41.0"
"urn:miriam:icd:B41.7","B41.7","Disseminated paracoccidioidomycosis","urn:miriam:icd:B41","ICD-10","http://identifiers.org/icd/B41.7"
"urn:miriam:icd:B41.8","B41.8","Other forms of paracoccidioidomycosis","urn:miriam:icd:B41","ICD-10","http://identifiers.org/icd/B41.8"
"urn:miriam:icd:B41.9","B41.9","Paracoccidioidomycosis, unspecified","urn:miriam:icd:B41","ICD-10","http://identifiers.org/icd/B41.9"
"urn:miriam:icd:B42","B42","Sporotrichosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B42"
"urn:miriam:icd:B42.0","B42.0","J99.8","urn:miriam:icd:B42","ICD-10","http://identifiers.org/icd/B42.0"
"urn:miriam:icd:B42.1","B42.1","Lymphocutaneous sporotrichosis","urn:miriam:icd:B42","ICD-10","http://identifiers.org/icd/B42.1"
"urn:miriam:icd:B42.7","B42.7","Disseminated sporotrichosis","urn:miriam:icd:B42","ICD-10","http://identifiers.org/icd/B42.7"
"urn:miriam:icd:B42.8","B42.8","Other forms of sporotrichosis","urn:miriam:icd:B42","ICD-10","http://identifiers.org/icd/B42.8"
"urn:miriam:icd:B42.9","B42.9","Sporotrichosis, unspecified","urn:miriam:icd:B42","ICD-10","http://identifiers.org/icd/B42.9"
"urn:miriam:icd:B43","B43","Chromomycosis and phaeomycotic abscess","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B43"
"urn:miriam:icd:B43.0","B43.0","Cutaneous chromomycosis","urn:miriam:icd:B43","ICD-10","http://identifiers.org/icd/B43.0"
"urn:miriam:icd:B43.1","B43.1","Phaeomycotic brain abscess","urn:miriam:icd:B43","ICD-10","http://identifiers.org/icd/B43.1"
"urn:miriam:icd:B43.2","B43.2","Subcutaneous phaeomycotic abscess and cyst","urn:miriam:icd:B43","ICD-10","http://identifiers.org/icd/B43.2"
"urn:miriam:icd:B43.8","B43.8","Other forms of chromomycosis","urn:miriam:icd:B43","ICD-10","http://identifiers.org/icd/B43.8"
"urn:miriam:icd:B43.9","B43.9","Chromomycosis, unspecified","urn:miriam:icd:B43","ICD-10","http://identifiers.org/icd/B43.9"
"urn:miriam:icd:B44","B44","Aspergillosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B44"
"urn:miriam:icd:B44.0","B44.0","Invasive pulmonary aspergillosis","urn:miriam:icd:B44","ICD-10","http://identifiers.org/icd/B44.0"
"urn:miriam:icd:B44.1","B44.1","Other pulmonary aspergillosis","urn:miriam:icd:B44","ICD-10","http://identifiers.org/icd/B44.1"
"urn:miriam:icd:B44.2","B44.2","Tonsillar aspergillosis","urn:miriam:icd:B44","ICD-10","http://identifiers.org/icd/B44.2"
"urn:miriam:icd:B44.7","B44.7","Disseminated aspergillosis","urn:miriam:icd:B44","ICD-10","http://identifiers.org/icd/B44.7"
"urn:miriam:icd:B44.8","B44.8","Other forms of aspergillosis","urn:miriam:icd:B44","ICD-10","http://identifiers.org/icd/B44.8"
"urn:miriam:icd:B44.9","B44.9","Aspergillosis, unspecified","urn:miriam:icd:B44","ICD-10","http://identifiers.org/icd/B44.9"
"urn:miriam:icd:B45","B45","Cryptococcosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B45"
"urn:miriam:icd:B45.0","B45.0","Pulmonary cryptococcosis","urn:miriam:icd:B45","ICD-10","http://identifiers.org/icd/B45.0"
"urn:miriam:icd:B45.1","B45.1","Cerebral cryptococcosis","urn:miriam:icd:B45","ICD-10","http://identifiers.org/icd/B45.1"
"urn:miriam:icd:B45.2","B45.2","Cutaneous cryptococcosis","urn:miriam:icd:B45","ICD-10","http://identifiers.org/icd/B45.2"
"urn:miriam:icd:B45.3","B45.3","Osseous cryptococcosis","urn:miriam:icd:B45","ICD-10","http://identifiers.org/icd/B45.3"
"urn:miriam:icd:B45.7","B45.7","Disseminated cryptococcosis","urn:miriam:icd:B45","ICD-10","http://identifiers.org/icd/B45.7"
"urn:miriam:icd:B45.8","B45.8","Other forms of cryptococcosis","urn:miriam:icd:B45","ICD-10","http://identifiers.org/icd/B45.8"
"urn:miriam:icd:B45.9","B45.9","Cryptococcosis, unspecified","urn:miriam:icd:B45","ICD-10","http://identifiers.org/icd/B45.9"
"urn:miriam:icd:B46","B46","Zygomycosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B46"
"urn:miriam:icd:B46.0","B46.0","Pulmonary mucormycosis","urn:miriam:icd:B46","ICD-10","http://identifiers.org/icd/B46.0"
"urn:miriam:icd:B46.1","B46.1","Rhinocerebral mucormycosis","urn:miriam:icd:B46","ICD-10","http://identifiers.org/icd/B46.1"
"urn:miriam:icd:B46.2","B46.2","Gastrointestinal mucormycosis","urn:miriam:icd:B46","ICD-10","http://identifiers.org/icd/B46.2"
"urn:miriam:icd:B46.3","B46.3","Cutaneous mucormycosis","urn:miriam:icd:B46","ICD-10","http://identifiers.org/icd/B46.3"
"urn:miriam:icd:B46.4","B46.4","Disseminated mucormycosis","urn:miriam:icd:B46","ICD-10","http://identifiers.org/icd/B46.4"
"urn:miriam:icd:B46.5","B46.5","Mucormycosis, unspecified","urn:miriam:icd:B46","ICD-10","http://identifiers.org/icd/B46.5"
"urn:miriam:icd:B46.8","B46.8","Other zygomycoses","urn:miriam:icd:B46","ICD-10","http://identifiers.org/icd/B46.8"
"urn:miriam:icd:B46.9","B46.9","Zygomycosis, unspecified","urn:miriam:icd:B46","ICD-10","http://identifiers.org/icd/B46.9"
"urn:miriam:icd:B47","B47","Mycetoma","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B47"
"urn:miriam:icd:B47.0","B47.0","Eumycetoma","urn:miriam:icd:B47","ICD-10","http://identifiers.org/icd/B47.0"
"urn:miriam:icd:B47.1","B47.1","Actinomycetoma","urn:miriam:icd:B47","ICD-10","http://identifiers.org/icd/B47.1"
"urn:miriam:icd:B47.9","B47.9","Mycetoma, unspecified","urn:miriam:icd:B47","ICD-10","http://identifiers.org/icd/B47.9"
"urn:miriam:icd:B48","B48","Other mycoses, not elsewhere classified","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B48"
"urn:miriam:icd:B48.0","B48.0","Lobomycosis","urn:miriam:icd:B48","ICD-10","http://identifiers.org/icd/B48.0"
"urn:miriam:icd:B48.1","B48.1","Rhinosporidiosis","urn:miriam:icd:B48","ICD-10","http://identifiers.org/icd/B48.1"
"urn:miriam:icd:B48.2","B48.2","Allescheriasis","urn:miriam:icd:B48","ICD-10","http://identifiers.org/icd/B48.2"
"urn:miriam:icd:B48.3","B48.3","Geotrichosis","urn:miriam:icd:B48","ICD-10","http://identifiers.org/icd/B48.3"
"urn:miriam:icd:B48.4","B48.4","Penicillosis","urn:miriam:icd:B48","ICD-10","http://identifiers.org/icd/B48.4"
"urn:miriam:icd:B48.7","B48.7","Opportunistic mycoses","urn:miriam:icd:B48","ICD-10","http://identifiers.org/icd/B48.7"
"urn:miriam:icd:B48.8","B48.8","Other specified mycoses","urn:miriam:icd:B48","ICD-10","http://identifiers.org/icd/B48.8"
"urn:miriam:icd:B49","B49","Unspecified mycosis","urn:miriam:icd:B35-B49","ICD-10","http://identifiers.org/icd/B49"
"urn:miriam:icd:B50-B64","B50-B64","Protozoal diseases","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:B50","B50","Plasmodium falciparum malaria","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B50"
"urn:miriam:icd:B50.0","B50.0","Plasmodium falciparum malaria with cerebral complications","urn:miriam:icd:B50","ICD-10","http://identifiers.org/icd/B50.0"
"urn:miriam:icd:B50.8","B50.8","Other severe and complicated Plasmodium falciparum malaria","urn:miriam:icd:B50","ICD-10","http://identifiers.org/icd/B50.8"
"urn:miriam:icd:B50.9","B50.9","Plasmodium falciparum malaria, unspecified","urn:miriam:icd:B50","ICD-10","http://identifiers.org/icd/B50.9"
"urn:miriam:icd:B51","B51","Plasmodium vivax malaria","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B51"
"urn:miriam:icd:B51.0","B51.0","Plasmodium vivax malaria with rupture of spleen","urn:miriam:icd:B51","ICD-10","http://identifiers.org/icd/B51.0"
"urn:miriam:icd:B51.8","B51.8","Plasmodium vivax malaria with other complications","urn:miriam:icd:B51","ICD-10","http://identifiers.org/icd/B51.8"
"urn:miriam:icd:B51.9","B51.9","Plasmodium vivax malaria without complication","urn:miriam:icd:B51","ICD-10","http://identifiers.org/icd/B51.9"
"urn:miriam:icd:B52","B52","Plasmodium malariae malaria","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B52"
"urn:miriam:icd:B52.0","B52.0","Plasmodium malariae malaria with nephropathy","urn:miriam:icd:B52","ICD-10","http://identifiers.org/icd/B52.0"
"urn:miriam:icd:B52.8","B52.8","Plasmodium malariae malaria with other complications","urn:miriam:icd:B52","ICD-10","http://identifiers.org/icd/B52.8"
"urn:miriam:icd:B52.9","B52.9","Plasmodium malariae malaria without complication","urn:miriam:icd:B52","ICD-10","http://identifiers.org/icd/B52.9"
"urn:miriam:icd:B53","B53","Other parasitologically confirmed malaria","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B53"
"urn:miriam:icd:B53.0","B53.0","Plasmodium ovale malaria","urn:miriam:icd:B53","ICD-10","http://identifiers.org/icd/B53.0"
"urn:miriam:icd:B53.1","B53.1","Malaria due to simian plasmodia","urn:miriam:icd:B53","ICD-10","http://identifiers.org/icd/B53.1"
"urn:miriam:icd:B53.8","B53.8","Other parasitologically confirmed malaria, not elsewhere classified","urn:miriam:icd:B53","ICD-10","http://identifiers.org/icd/B53.8"
"urn:miriam:icd:B54","B54","Unspecified malaria","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B54"
"urn:miriam:icd:B55","B55","Leishmaniasis","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B55"
"urn:miriam:icd:B55.0","B55.0","Visceral leishmaniasis","urn:miriam:icd:B55","ICD-10","http://identifiers.org/icd/B55.0"
"urn:miriam:icd:B55.1","B55.1","Cutaneous leishmaniasis","urn:miriam:icd:B55","ICD-10","http://identifiers.org/icd/B55.1"
"urn:miriam:icd:B55.2","B55.2","Mucocutaneous leishmaniasis","urn:miriam:icd:B55","ICD-10","http://identifiers.org/icd/B55.2"
"urn:miriam:icd:B55.9","B55.9","Leishmaniasis, unspecified","urn:miriam:icd:B55","ICD-10","http://identifiers.org/icd/B55.9"
"urn:miriam:icd:B56","B56","African trypanosomiasis","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B56"
"urn:miriam:icd:B56.0","B56.0","Gambiense trypanosomiasis","urn:miriam:icd:B56","ICD-10","http://identifiers.org/icd/B56.0"
"urn:miriam:icd:B56.1","B56.1","Rhodesiense trypanosomiasis","urn:miriam:icd:B56","ICD-10","http://identifiers.org/icd/B56.1"
"urn:miriam:icd:B56.9","B56.9","African trypanosomiasis, unspecified","urn:miriam:icd:B56","ICD-10","http://identifiers.org/icd/B56.9"
"urn:miriam:icd:B57","B57","Chagas disease","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B57"
"urn:miriam:icd:B57.0","B57.0","I98.1","urn:miriam:icd:B57","ICD-10","http://identifiers.org/icd/B57.0"
"urn:miriam:icd:B57.1","B57.1","Acute Chagas disease without heart involvement","urn:miriam:icd:B57","ICD-10","http://identifiers.org/icd/B57.1"
"urn:miriam:icd:B57.2","B57.2","Chagas disease (chronic) with heart involvement","urn:miriam:icd:B57","ICD-10","http://identifiers.org/icd/B57.2"
"urn:miriam:icd:B57.3","B57.3","Chagas disease (chronic) with digestive system involvement","urn:miriam:icd:B57","ICD-10","http://identifiers.org/icd/B57.3"
"urn:miriam:icd:B57.4","B57.4","Chagas disease (chronic) with nervous system involvement","urn:miriam:icd:B57","ICD-10","http://identifiers.org/icd/B57.4"
"urn:miriam:icd:B57.5","B57.5","Chagas disease (chronic) with other organ involvement","urn:miriam:icd:B57","ICD-10","http://identifiers.org/icd/B57.5"
"urn:miriam:icd:B58","B58","Toxoplasmosis","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B58"
"urn:miriam:icd:B58.0","B58.0","Toxoplasma oculopathy","urn:miriam:icd:B58","ICD-10","http://identifiers.org/icd/B58.0"
"urn:miriam:icd:B58.1","B58.1","K77.0","urn:miriam:icd:B58","ICD-10","http://identifiers.org/icd/B58.1"
"urn:miriam:icd:B58.2","B58.2","G05.2","urn:miriam:icd:B58","ICD-10","http://identifiers.org/icd/B58.2"
"urn:miriam:icd:B58.3","B58.3","J17.3","urn:miriam:icd:B58","ICD-10","http://identifiers.org/icd/B58.3"
"urn:miriam:icd:B58.8","B58.8","Toxoplasmosis with other organ involvement","urn:miriam:icd:B58","ICD-10","http://identifiers.org/icd/B58.8"
"urn:miriam:icd:B58.9","B58.9","Toxoplasmosis, unspecified","urn:miriam:icd:B58","ICD-10","http://identifiers.org/icd/B58.9"
"urn:miriam:icd:B59","B59","J17.3","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B59"
"urn:miriam:icd:B60","B60","Other protozoal diseases, not elsewhere classified","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B60"
"urn:miriam:icd:B60.0","B60.0","Babesiosis","urn:miriam:icd:B60","ICD-10","http://identifiers.org/icd/B60.0"
"urn:miriam:icd:B60.1","B60.1","Acanthamoebiasis","urn:miriam:icd:B60","ICD-10","http://identifiers.org/icd/B60.1"
"urn:miriam:icd:B60.2","B60.2","Naegleriasis","urn:miriam:icd:B60","ICD-10","http://identifiers.org/icd/B60.2"
"urn:miriam:icd:B60.8","B60.8","Other specified protozoal diseases","urn:miriam:icd:B60","ICD-10","http://identifiers.org/icd/B60.8"
"urn:miriam:icd:B64","B64","Unspecified protozoal disease","urn:miriam:icd:B50-B64","ICD-10","http://identifiers.org/icd/B64"
"urn:miriam:icd:B65-B83","B65-B83","Helminthiases","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:B65","B65","Schistosomiasis [bilharziasis]","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B65"
"urn:miriam:icd:B65.0","B65.0","Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]","urn:miriam:icd:B65","ICD-10","http://identifiers.org/icd/B65.0"
"urn:miriam:icd:B65.1","B65.1","Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]","urn:miriam:icd:B65","ICD-10","http://identifiers.org/icd/B65.1"
"urn:miriam:icd:B65.2","B65.2","Schistosomiasis due to Schistosoma japonicum","urn:miriam:icd:B65","ICD-10","http://identifiers.org/icd/B65.2"
"urn:miriam:icd:B65.3","B65.3","Cercarial dermatitis","urn:miriam:icd:B65","ICD-10","http://identifiers.org/icd/B65.3"
"urn:miriam:icd:B65.8","B65.8","Other schistosomiases","urn:miriam:icd:B65","ICD-10","http://identifiers.org/icd/B65.8"
"urn:miriam:icd:B65.9","B65.9","Schistosomiasis, unspecified","urn:miriam:icd:B65","ICD-10","http://identifiers.org/icd/B65.9"
"urn:miriam:icd:B66","B66","Other fluke infections","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B66"
"urn:miriam:icd:B66.0","B66.0","Opisthorchiasis","urn:miriam:icd:B66","ICD-10","http://identifiers.org/icd/B66.0"
"urn:miriam:icd:B66.1","B66.1","Clonorchiasis","urn:miriam:icd:B66","ICD-10","http://identifiers.org/icd/B66.1"
"urn:miriam:icd:B66.2","B66.2","Dicrocoeliasis","urn:miriam:icd:B66","ICD-10","http://identifiers.org/icd/B66.2"
"urn:miriam:icd:B66.3","B66.3","Fascioliasis","urn:miriam:icd:B66","ICD-10","http://identifiers.org/icd/B66.3"
"urn:miriam:icd:B66.4","B66.4","Paragonimiasis","urn:miriam:icd:B66","ICD-10","http://identifiers.org/icd/B66.4"
"urn:miriam:icd:B66.5","B66.5","Fasciolopsiasis","urn:miriam:icd:B66","ICD-10","http://identifiers.org/icd/B66.5"
"urn:miriam:icd:B66.8","B66.8","Other specified fluke infections","urn:miriam:icd:B66","ICD-10","http://identifiers.org/icd/B66.8"
"urn:miriam:icd:B66.9","B66.9","Fluke infection, unspecified","urn:miriam:icd:B66","ICD-10","http://identifiers.org/icd/B66.9"
"urn:miriam:icd:B67","B67","Echinococcosis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B67"
"urn:miriam:icd:B67.0","B67.0","Echinococcus granulosus infection of liver","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.0"
"urn:miriam:icd:B67.1","B67.1","Echinococcus granulosus infection of lung","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.1"
"urn:miriam:icd:B67.2","B67.2","Echinococcus granulosus infection of bone","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.2"
"urn:miriam:icd:B67.3","B67.3","Echinococcus granulosus infection, other and multiple sites","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.3"
"urn:miriam:icd:B67.4","B67.4","Echinococcus granulosus infection, unspecified","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.4"
"urn:miriam:icd:B67.5","B67.5","Echinococcus multilocularis infection of liver","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.5"
"urn:miriam:icd:B67.6","B67.6","Echinococcus multilocularis infection, other and multiple sites","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.6"
"urn:miriam:icd:B67.7","B67.7","Echinococcus multilocularis infection, unspecified","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.7"
"urn:miriam:icd:B67.8","B67.8","Echinococcosis, unspecified, of liver","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.8"
"urn:miriam:icd:B67.9","B67.9","Echinococcosis, other and unspecified","urn:miriam:icd:B67","ICD-10","http://identifiers.org/icd/B67.9"
