"entity","name","label","dataType","refEntity","mappedBy","nillable","idAttribute","enumOptions","defaultValue","rangeMin","rangeMax","lookupAttribute","labelAttribute","readOnly","aggregateable","visible","unique","partOfAttribute","expression","validationExpression","tags","description","description-en","label-en","description-nl","label-nl","description-pt","label-pt","description-es","label-es","description-de","label-de","description-it","label-it","description-fr","label-fr","description-xx","label-xx"
"eu_bbmri_eric_networks","common_sops","common sops","bool","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","All the biobanks/collections in the network share the same SOPs.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","common_data_access_policy","common data access policy","bool","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","All the biobanks/collections in the network share the same data access policy.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","common_sample_access_policy","common sample access policy","bool","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","All the biobanks/collections in the network share the same sample access policy.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","common_mta","common mta","bool","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","All the biobanks/collections in the network share the same MTA.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","common_image_access_policy","common image access policy","bool","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","All the biobanks/collections in the network share the same image access policy.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","common_image_mta","common image mta","bool","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","All the biobanks/collections in the network share the same image MTA.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","common_representation","common representation","bool","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","All the biobanks/collections in the network are represented using the network only.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","common_url","common url","bool","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","All the biobanks/collections in the network share the same web presentation on the common URL.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","url","url","hyperlink","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Biobank network URL.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","juridical_person","juridical person","string","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Juristic person of a biobank network to MIABIS 2.0 - MIABIS-2.0-05.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","contact","contact","xref","eu_bbmri_eric_persons","","FALSE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Reference to a contact ID.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","contact_priority","contact priority","int","","","FALSE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Priority of the contact 1..n (i.e., non-negative integer), where the highest priority should be used for contacting about given set of samples. E.g., if a collection has contactPriority=3, the biobank in which the collection resides has contactPriority=10, and the biobankNetwork to which the collection or biobank belongs has contactPriority=7, the biobank contact should be used.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","latitude","latitude","string","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Latitude of the biobank in the WGS84 system (the one used by GPS), positive is northern hemisphere.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","longitude","longitude","string","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Longitude of the biobank in the WGS84 system (the one used by GPS), positive is to the East of Greenwich.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_networks","parent_network","parent network","mref","eu_bbmri_eric_networks","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Reference to a biobank network ID, refers to the superior biobank network.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_ontology_terms","id","id","string","","","FALSE","TRUE","","","","","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","","","","","Unique ID.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_ontology_terms","label","label","string","","","TRUE","FALSE","","","","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","","","","","Term in the ontology.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_ontology_terms","ontology","ontology","string","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Name of the ontology used (including version if applicable).","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_ontology_terms","uri","uri","hyperlink","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Code for the term as a linked data URI.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_ontology_terms","description","description","text","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Description.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","id","id","string","","","FALSE","TRUE","","","","","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","","","","","Contact identifier, prefixed with bbmri-eric:contactID:","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","first_name","first name","string","","","TRUE","FALSE","","","","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","First name according to MIABIS 2.0 - MIABIS-2.0-07-A.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","last_name","last name","string","","","TRUE","FALSE","","","","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Last name according to MIABIS 2.0 - MIABIS-2.0-07-B.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","email","email","email","","","TRUE","FALSE","","","","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","","","","","Email according to MIABIS 2.0 - MIABIS-2.0-07-D.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","phone","phone","string","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Phone number according to MIABIS 2.0 including international prefix (+99999999999 form with no spaces) compliant also to E.123 norm - MIABIS-2.0-07-C.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","address","address","text","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Address according to MIABIS 2.0 - MIABIS-2.0-07-E.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","zip","zip","string","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","ZIP or Postal code according to MIABIS 2.0 - MIABIS-2.0-07-F.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","city","city","string","","","TRUE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","City according to MIABIS 2.0 - MIABIS-2.0-07-G.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","country","country","xref","eu_bbmri_eric_countries","","FALSE","FALSE","","","","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","","","","Country according to MIABIS 2.0 - MIABIS-2.0-07-H.","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","biobanks","biobanks","one_to_many","eu_bbmri_eric_biobanks","contact","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","collections","collections","one_to_many","eu_bbmri_eric_collections","contact","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eu_bbmri_eric_persons","networks","networks","one_to_many","eu_bbmri_eric_networks","contact","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
