release.version,table,name,collectionEvent.resource,collectionEvent.name,label,format,unit,references.table,references.name,mandatory,description,order,exampleValues,keywords,vocabularies,release.resource
1.0.0,core,fdensity300_preg,,,number of facilities present within a buffer of 300 m at pregnancy,continuous,,,,,,,,facilities_density,,LifeCycle
1.0.0,core,FEF25_abs,,,Forced Expiratory Flow after exhaling 25% of FVC (L/s) within one year of birth (child aged between >-1 year and <1 year),continuous,,,,,,,,Absolute,,LifeCycle
1.0.0,core,FEF50_abs,,,Forced Expiratory Flow after exhaling 50% of FVC (L/s) within one year of birth (child aged between >-1 year and <1 year),continuous,,,,,,,,Absolute,,LifeCycle
1.0.0,core,FEF75_abs,,,Forced Expiratory Flow after exhaling 75% of FVC (L/s) within one year of birth (child aged between >-1 year and <1 year),continuous,,,,,,,,Absolute,,LifeCycle
1.0.0,core,FEF75_z,,,"Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Z-score,,LifeCycle
1.0.0,core,FeNO,,,"FeNO, in sympercent change within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,FeNO,,LifeCycle
1.0.0,core,FEV1_abs,,,Forced Expiratory Volume in the first second (L) within one year of birth (child aged between >-1 year and <1 year),continuous,,,,,,,,Absolute,,LifeCycle
1.0.0,core,FEV1FVC_z,,,"FEV1 FVC ratio, z-score according to GLI reference criteria within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Z-score,,LifeCycle
1.0.0,core,FEV1_z,,,"Forced Expiratotory Volume in the first second, z-score according to GLI reference criteria within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Z-score,,LifeCycle
1.0.0,core,ffish_pgn,,,Fatty Fish during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,ffish_psc,,,Fatty Fish in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,ffish_sch,,,Fatty Fish in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,fish_pgn,,,Fish and fish products during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,fish_psc,,,Fish and fish products in  preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,fish_sch,,,Fish and fish products in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,fm_age,,,exact age of the child (in years) when fine motor were recorded for fm_raw_0,continuous,,,,,,,,Fine motor,,LifeCycle
1.0.0,core,fm_avg,,,average of available items comprising the total raw score of  fm_raw_0,continuous,,,,,,,,Fine motor,,LifeCycle
1.0.0,core,fm_eval,,,who the test for measuring fine motor was administered/answered by for fm_raw_0,categorical,,,,,,,,Fine motor,,LifeCycle
1.0.0,core,fm_instr,,,Cohort-specific instrument used to measure the fine motor for fm_raw_0,categorical,,,,,,,,Fine motor,,LifeCycle
1.0.0,core,fm_pc,,,"fine motor, percentiles of fm_pro_0",continuous,,,,,,,,Fine motor,,LifeCycle
1.0.0,core,fm_pro,,,total fine motor score after prorating fm_raw_0,continuous,,,,,,,,Fine motor,,LifeCycle
1.0.0,core,fm_raw,,,"fine motor, total raw score assessed within one year of childbirth (>0 year and <1 year)",continuous,,,,,,,,Fine motor,,LifeCycle
1.0.0,core,fm_std,,,"fine motor, standardized score of fm_pro_0",continuous,,,,,,,,Fine motor,,LifeCycle
1.0.0,core,folic,,,Folic acids >12 weeks.,boolean,,,,,,,,Folic acids supplementation,,LifeCycle
1.0.0,core,folic_prepreg,,,Folic acids before conception,boolean,,,,,,,,Folic acids supplementation,,LifeCycle
1.0.0,core,food_all,,,Doctor diagnosis of food allergy within one year of birth (child aged between >-1 year and <1 year),boolean,,,,,,,,Food allergy,,LifeCycle
1.0.0,core,food_all_ever,,,Ever doctor diagnosis of food allergy,boolean,,,,,,,,Food allergy,,LifeCycle
1.0.0,core,food_all_sens_IgE,,,"Food allergic sensitization, measured by specific IgE within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Any food allergic sensitization,,LifeCycle
1.0.0,core,food_all_sens_SPT,,,"Food allergic sensitization, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Any food allergic sensitization,,LifeCycle
1.0.0,core,food_all_sens_SPT_COWMILK,,,"Food allergic sensitization to cowmilk, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Cow milk,,LifeCycle
1.0.0,core,food_all_sens_SPT_EGG,,,"Food allergic sensitization to chicken egg, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Chicken egg,,LifeCycle
1.0.0,core,food_all_sens_SPT_FISH_cod,,,"Food allergic sensitization to cod fish, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Fish,,LifeCycle
1.0.0,core,food_all_sens_SPT_FISH_mix,,,"Food allergic sensitization to fish mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Fish,,LifeCycle
1.0.0,core,food_all_sens_SPT_FRUIT_kiw,,,"Food allergic sensitization to kiwi fruit, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Fruit,,LifeCycle
1.0.0,core,food_all_sens_SPT_FRUIT_pea,,,"Food allergic sensitization to peach fruit, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Fruit,,LifeCycle
1.0.0,core,food_all_sens_SPT_NUT_cas,,,"Food allergic sensitization to cashew nut, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Nut,,LifeCycle
1.0.0,core,food_all_sens_SPT_NUT_haz,,,"Food allergic sensitization to hazelnut, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Nut,,LifeCycle
1.0.0,core,food_all_sens_SPT_NUT_mix,,,"Food allergic sensitization to nut mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Nut,,LifeCycle
1.0.0,core,food_all_sens_SPT_NUT_wal,,,"Food allergic sensitization to walnut, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Nut,,LifeCycle
1.0.0,core,food_all_sens_SPT_PNT,,,"Food allergic sensitization to peanut, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Peanut,,LifeCycle
1.0.0,core,food_all_sens_SPT_SES,,,"Food allergic sensitization to sesame, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Sesame,,LifeCycle
1.0.0,core,food_all_sens_SPT_SHELL_mix,,,"Food allergic sensitization to shellfish mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Shellfish,,LifeCycle
1.0.0,core,food_all_sens_SPT_WHEAT,,,"Food allergic sensitization to wheat, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Wheat,,LifeCycle
1.0.0,core,foodenvdens300,,,number of facilities related to unhealthy food divided by the area of the 300 meters buffer at birth,continuous,,,,,,,,unhealthy_facilities_density,,LifeCycle
1.0.0,core,foodenvdens300_preg,,,number of facilities related to unhealthy food divided by the area of the 300 meters buffer at pregnancy,continuous,,,,,,,,unhealthy_facilities_density,,LifeCycle
1.0.0,core,foodenvdensosm300,,,number of open street maps facilities related to unhealthy food divided by the area of the 300 meters buffer at birth,continuous,,,,,,,,unhealthy_facilities_density_osm,,LifeCycle
1.0.0,core,foodenvdensosm300_preg,,,number of open street maps facilities related to unhealthy food divided by the area of the 300 meters buffer at pregnancy,continuous,,,,,,,,unhealthy_facilities_density_osm,,LifeCycle
1.0.0,core,frichness300,,,number of different facility types present divided by the maximum potential number of facility types within a buffer of 300 m at birth,continuous,,,,,,,,facilities_richness,,LifeCycle
1.0.0,core,frichness300_preg,,,number of different facility types present divided by the maximum potential number of facility types within a buffer of 300 m at pregnancy,continuous,,,,,,,,facilities_richness,,LifeCycle
1.0.0,core,fruit_pgn,,,Fruits during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,fruit_psc,,,Fruits in  preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,fruit_sch,,,Fruits in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,f_sbp,,,Father's systolic blood pressure during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,FVC_abs,,,Forced Vital Capacity (L) within one year of birth (child aged between >-1 year and <1 year),continuous,,,,,,,,Absolute,,LifeCycle
1.0.0,core,FVC_z,,,"Forced Vital Capacity, z-score according to GLI reference criteria within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Z-score,,LifeCycle
1.0.0,core,ga_bj,,,Gestational age (best judgement),integer,,,,,,,,Gestational age,,LifeCycle
1.0.0,core,ga_lmp,,,Gestational age (last menstrual period),integer,,,,,,,,Gestational age,,LifeCycle
1.0.0,core,ga_mr,,,Gestational age (maternal report),integer,,,,,,,,Gestational age,,LifeCycle
1.0.0,core,ga_us,,,Gestational age (ultrasound),integer,,,,,,,,Gestational age,,LifeCycle
1.0.0,core,glucose,,,Child's glucose (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,glucoseage,,,Age at glucose measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,glucose_cord,,,Glucose measured in cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,glucosemes,,,Nonfasting or fasting when glucose measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,gm_age,,,exact age of the child (in years) when gross motor were recorded for gm_raw_0,continuous,,,,,,,,Gross motor,,LifeCycle
1.0.0,core,gm_avg,,,average of available items comprising the total raw score of  gm_raw_0,continuous,,,,,,,,Gross motor,,LifeCycle
1.0.0,core,gm_eval,,,who the test for measuring gross motor was administered/answered by for gm_raw_0,categorical,,,,,,,,Gross motor,,LifeCycle
1.0.0,core,gm_instr,,,Cohort-specific instrument used to measure the gross motor for gm_raw_0,categorical,,,,,,,,Gross motor,,LifeCycle
1.0.0,core,gm_pc,,,"gross motor, percentiles of gm_pro_0",continuous,,,,,,,,Gross motor,,LifeCycle
1.0.0,core,gm_pro,,,total gross motor score after prorating gm_raw_0,continuous,,,,,,,,Gross motor,,LifeCycle
1.0.0,core,gm_raw,,,"gross motor, total raw score assessed within one year of childbirth (>0 year and <1 year)",continuous,,,,,,,,Gross motor,,LifeCycle
1.0.0,core,gm_std,,,"gross motor, standardized score of gm_pro_0",continuous,,,,,,,,Gross motor,,LifeCycle
1.0.0,core,grain_pgn,,,Grains and grain products  during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,grain_psc,,,Grains and grain products in  preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,grain_sch,,,Grains and grain products in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,green_dist,,,"straight line distance to nearest green space > 5,000 m2 at birth",continuous,,,,,,,,green_distance,,LifeCycle
1.0.0,core,green_dist_preg,,,"straight line distance to nearest green space > 5,000 m2 at pregnancy",continuous,,,,,,,,green_distance,,LifeCycle
1.0.0,core,green_size,,,"area of closest green space > 5,000m2 at birth",continuous,,,,,,,,green_size,,LifeCycle
1.0.0,core,green_size_preg,,,"area of closest green space > 5,000m2 at pregnancy",continuous,,,,,,,,green_size,,LifeCycle
1.0.0,core,greenyn300,,,"is there a green space  > 5,000 m2 in a distance of 300 m? at birth",boolean,,,,,,,,green_access,,LifeCycle
1.0.0,core,greenyn300_preg,,,"is there a green space  > 5,000 m2 in a distance of 300 m? at pregnancy",boolean,,,,,,,,green_access,,LifeCycle
1.0.0,core,haem,,,Child's haemoglobin (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,haemage,,,Age at haemoglobin measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,haem_cord,,,Haemoglobin from cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,haemmes,,,Nonfasting or fasting when haemoglobin measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,hba1c,,,Child's HbA1c (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,hba1cage,,,Age at HbA1c measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,hba1c_cord,,,HbA1c measured from cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,hba1cmes,,,Nonfasting or fasting when HbA1c measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,hdlc,,,Child's HDLc (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,hdlcage,,,Age at HDLc measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,hdlc_cord,,,HDLc measurd in cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,hdlcmes,,,Nonfasting or fasting when HDLc measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,hdres,,,percentage of hdres (continuous urban fabric) land use within a buffer of 300 m at birth,continuous,,,,,,,,main_land_use_continuous_urban_fabric,,LifeCycle
1.0.0,core,hdres_preg,,,percentage of hdres (continuous urban fabric) land use within a buffer of 300 m at pregnancy,continuous,,,,,,,,main_land_use_continuous_urban_fabric,,LifeCycle
1.0.0,core,headcirc,,,Child's head circumference (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,headcircage,,,Age at head circumference measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,headcircmes,,,Measured vs. reported child head circumference (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,height,,,Child's height (0 and <1 month,continuous,,,,,,,,Child's height,,LifeCycle
1.0.0,core,height_f1_fath,,,"Type of father, paternal height",categorical,,,,,,,,Paternal height,,LifeCycle
1.0.0,core,height_m,,,Maternal height,continuous,,,,,,,,Maternal height,,LifeCycle
1.0.0,core,heightmes,,,Method used to measure child's height (0 and <1 month),categorical,,,,,,,,,,LifeCycle
1.0.0,core,height_mes,,,"Height measurement, primary father",categorical,,,,,,,,Paternal height,,LifeCycle
1.0.0,core,height_mes_m,,,"Height measurement, mother",boolean,,,,,,,,Maternal height,,LifeCycle
1.0.0,core,hhincome,,,Total yearly income of the household (age >-1 year and <1 year),categorical,,,,,,,,Household income,,LifeCycle
1.0.0,core,hipcirc,,,Child's hip circumference (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,hipcircage,,,Age at hip circumference measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,hipcircmes,,,Measured vs. reported child hip circumference (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,hmax,,,average of maximum relative humidity during first year (>0 year and <=1 year),continuous,,,,,,,,maximum_relative_humidity,,LifeCycle
1.0.0,core,hmax_preg,,,average of maximum relative humidity during pregnancy,continuous,,,,,,,,maximum_relative_humidity,,LifeCycle
1.0.0,core,hmin,,,average of minimum relative humidity during first year (>0 year and <=1 year),continuous,,,,,,,,minimum_relative_humidity,,LifeCycle
1.0.0,core,hmin_preg,,,average of minimum relative humidity during pregnancy,continuous,,,,,,,,minimum_relative_humidity,,LifeCycle
1.0.0,core,hum,,,average of mean relative humidity during first year (>0 year and <=1 year),continuous,,,,,,,,mean_relative_humidity,,LifeCycle
1.0.0,core,hum_preg,,,average of mean relative humidity during pregnancy,continuous,,,,,,,,mean_relative_humidity,,LifeCycle
1.0.0,core,il6,,,Child's IL-6 (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,il6age,,,Age at IL-6 measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,il6_cord,,,IL-6 measured in cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,il6mes,,,Nonfasting or fasting when IL-6 measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,indtr,,,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at birth",continuous,,,,,,,,main_land_use_industrial,,LifeCycle
1.0.0,core,indtr_preg,,,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at pregnancy",continuous,,,,,,,,main_land_use_continuous_urban_fabric,,LifeCycle
1.0.0,core,inhalant_all_sens_SPT,,,"Inhalant allergic sensitization, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Any inhalant allergic sensitization,,LifeCycle
1.0.0,core,inh_all,,,Doctor diagnosis of inhalant allergy within one year of birth (child aged between >-1 year and <1 year),boolean,,,,,,,,Inhalant allergy,,LifeCycle
1.0.0,core,inh_all_ever,,,Ever doctor diagnosis of inhalant allergy,boolean,,,,,,,,Inhalant allergy,,LifeCycle
1.0.0,core,inh_all_sens_IgE,,,"Inhalant allergic sensitization, measured by specific IgE within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Any inhalant allergic sensitization,,LifeCycle
1.0.0,core,inh_all_sens_IgE_CAT,,,"Inhalant allergic sensitization to cat, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Cat,,LifeCycle
1.0.0,core,inh_all_sens_IgE_HDM,,,"Inhalant allergic sensitization to house dust mite, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,House dust mite,,LifeCycle
1.0.0,core,inh_all_sens_IgE_MOULD,,,"Inhalant allergic sensitization to mould, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Mould,,LifeCycle
1.0.0,core,inh_all_sens_IgE_RYE,,,"Inhalant allergic sensitization to rye, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",continuous,,,,,,,,Rye,,LifeCycle
1.0.0,core,inh_all_sens_SPT_CAT,,,"Inhalant allergic sensitization to cat, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Cat,,LifeCycle
1.0.0,core,inh_all_sens_SPT_DOG,,,"Inhalant allergic sensitization to dog, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Dog,,LifeCycle
1.0.0,core,inh_all_sens_SPT_GRASS_mix,,,"Inhalant allergic sensitization to grass mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Grass,,LifeCycle
1.0.0,core,inh_all_sens_SPT_GRASS_tim,,,"Inhalant allergic sensitization to timothy grass, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Grass,,LifeCycle
1.0.0,core,inh_all_sens_SPT_HDM_derf,,,"Inhalant allergic sensitization to house dust mite (dermatophagoides farinae), measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,House dust mite,,LifeCycle
1.0.0,core,inh_all_sens_SPT_HDM_derp,,,"Inhalant allergic sensitization to house dust mite (dermatophagoides pteronyssinus), measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,House dust mite,,LifeCycle
1.0.0,core,inh_all_sens_SPT_HDM_mix,,,"Inhalant allergic sensitization to house dust mite mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,House dust mite,,LifeCycle
1.0.0,core,inh_all_sens_SPT_TREE_birch,,,"Inhalant allergic sensitization to birch, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Tree,,LifeCycle
1.0.0,core,inh_all_sens_SPT_TREE_mix,,,"Inhalant allergic sensitization to tree polen mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Tree,,LifeCycle
1.0.0,core,insulin,,,Child's insulin (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,insulinage,,,Age at insulin measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,insulin_cord,,,Insulin measured in cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,insulinmes,,,Nonfasting or fasting when insulin measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,int_age,,,exact age of the child (in years) when internalizing problems were recorded for int_raw_0,continuous,,,,,,,,Internalizing problems,,LifeCycle
1.0.0,core,int_avg,,,average of available items comprising the total raw score of  int_raw_0,continuous,,,,,,,,Internalizing problems,,LifeCycle
1.0.0,core,int_eval,,,who the test for measuring internalizing problems was administered/answered by for int_raw_0,categorical,,,,,,,,Internalizing problems,,LifeCycle
1.0.0,core,int_instr,,,Cohort-specific instrument used to measure the internalizing problems for int_raw_0,categorical,,,,,,,,Internalizing problems,,LifeCycle
1.0.0,core,int_pc,,,"internalizing problems, percentiles of int_pro_0",continuous,,,,,,,,Internalizing problems,,LifeCycle
1.0.0,core,int_pro,,,total internalizing problems score after prorating int_raw_0,continuous,,,,,,,,Internalizing problems,,LifeCycle
1.0.0,core,int_raw,,,"internalizing problems, total raw score assessed within one year of childbirth (>0 year and <1 year)",continuous,,,,,,,,Internalizing problems,,LifeCycle
1.0.0,core,ivf,,,In vitro-fertilisation,boolean,,,,,,,,Fertility treatment,,LifeCycle
1.0.0,core,kcal_pgn,,,Total Daily Kcal intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,kcal_psc,,,Daily Kcal intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,kcal_sch,,,Daily Kcal intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,lan_age,,,exact age of the child (in years) when language were recorded for lan_raw_0,continuous,,,,,,,,Language,,LifeCycle
1.0.0,core,lan_avg,,,average of available items comprising the total raw score of  lan_raw_0,continuous,,,,,,,,Language,,LifeCycle
1.0.0,core,landuseshan300,,,landuse Shannon's Evenness Index within a buffer of 300 m at birth,continuous,,,,,,,,land_use_mix,,LifeCycle
1.0.0,core,landuseshan300_preg,,,landuse Shannon's Evenness Index within a buffer of 300 m at pregnancy,continuous,,,,,,,,land_use_mix,,LifeCycle
1.0.0,core,lan_eval,,,who the test for measuring language was administered/answered by for lan_raw_0,categorical,,,,,,,,Language,,LifeCycle
1.0.0,core,lan_instr,,,Cohort-specific instrument used to measure the language for lan_raw_0,categorical,,,,,,,,Language,,LifeCycle
1.0.0,core,lan_pc,,,"language, percentiles of lan_pro_0",continuous,,,,,,,,Language,,LifeCycle
1.0.0,core,lan_pro,,,total language score after prorating lan_raw_0,continuous,,,,,,,,Language,,LifeCycle
1.0.0,core,lan_raw,,,"language, total raw score assessed within one year of childbirth (>0 year and <1 year)",continuous,,,,,,,,Language,,LifeCycle
1.0.0,core,lan_std,,,"language, standardized score of lan_pro_0",continuous,,,,,,,,Language,,LifeCycle
1.0.0,core,latepreg_weight,,,Late pregnancy weight,continuous,,,,,,,,Maternal weight,,LifeCycle
1.0.0,core,latepreg_weight_ga,,,Late pregnancy weight gestational age,integer,,,,,,,,Maternal weight,,LifeCycle
1.0.0,core,latepreg_weight_mes,,,Late pregnancy weight measurement,boolean,,,,,,,,Maternal weight,,LifeCycle
1.0.0,core,lden,,,day-evening-night level at birth,continuous,,,,,,,,lden,,LifeCycle
1.0.0,core,lden_c,,,categorized day-evening-night level at birth,categorical,,,,,,,,lden_categorical,,LifeCycle
1.0.0,core,lden_c_preg,,,categorized day-evening-night level at pregnancy,categorical,,,,,,,,lden_categorical,,LifeCycle
1.0.0,core,lden_preg,,,day-evening-night level at pregnancy,continuous,,,,,,,,lden,,LifeCycle
1.0.0,core,ldlc,,,Child's LDLc (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,ldlcage,,,Age at LDLc measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,ldlc_cord,,,LDLc measured in cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,ldlcmes,,,Nonfasting or fasting when LDLc measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,ldres,,,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m at birth,continuous,,,,,,,,main_land_use_medium_urban_fabric,,LifeCycle
1.0.0,core,ldres_preg,,,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m at pregnancy,continuous,,,,,,,,main_land_use_industrial,,LifeCycle
1.0.0,core,leptin,,,Child's leptin (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,leptinage,,,Age at leptin measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,leptin_cord,,,leptin measured in cord blood,continuous,,,,,,,,,,LifeCycle
1.0.0,core,leptinmes,,,Nonfasting or fasting when leptin measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,lfdairy_pgn,,,Low fat dairy during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,lfdairy_psc,,,Low fat dairy in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,lfdairy_sch,,,Low fat dairy in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,ln,,,night level at birth,continuous,,,,,,,,ln,,LifeCycle
1.0.0,core,ln_c,,,categorized night level at birth,categorical,,,,,,,,ln_categorical,,LifeCycle
1.0.0,core,ln_c_preg,,,categorized night level at pregnancy,categorical,,,,,,,,ln_categorical,,LifeCycle
1.0.0,core,ln_preg,,,night level at pregnancy,continuous,,,,,,,,ln,,LifeCycle
1.0.0,core,LRTI,,,"Lower respiratory tract infections (bronchiolitis, bronchitis, pneumonia, chest infection, or equivalent) within one year of birth (child aged between >-1 year and <1 year)",boolean,,,,,,,,Lower respiratory tract infections,,LifeCycle
1.0.0,core,lst,,,land surface temperature during first year (>0 year and <=1 year),continuous,,,,,,,,land_surface_temperature,,LifeCycle
1.0.0,core,lst_preg,,,land surface temperature during pregnancy,continuous,,,,,,,,land_surface_temperature,,LifeCycle
1.0.0,core,mainmeal_psc,,,Main meals frequency per day (2-4 years),continuous,,,,,,,,Dietary behavior,,LifeCycle
1.0.0,core,mainmeal_sch,,,Main meals frequency per day (5-8 years),continuous,,,,,,,,Dietary behavior,,LifeCycle
1.0.0,core,major_con_anomalies,,,Major congenital anomalies,boolean,,,,,,,,Congenital anomalies,,LifeCycle
1.0.0,core,mar,,,Medically Assisted Reproduction,boolean,,,,,,,,Fertility treatment,,LifeCycle
1.0.0,core,m_chol,,,Mother's total cholesterol during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,m_crp,,,Mother's CRP during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,m_dbp,,,Mother's diastolic blood pressure during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,mdist,,,distance to meteorological station during first year (>0 year and <=1 year),continuous,,,,,,,,meteo_distance,,LifeCycle
1.0.0,core,mdist_preg,,,distance to meteorological station during pregnancy,continuous,,,,,,,,meteo_distance,,LifeCycle
1.0.0,core,meat_pgn,,,Meat and meat products during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,meat_psc,,,Meat and meat products in  preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,meat_sch,,,Meat and meat products in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,mental,,,Mental disorder exposure (age ≥0 to <1year),boolean,,,,,,,,Family mental health,,LifeCycle
